Name,Type,Giver,Location,Material Required 1,Material Amount 1,Material Required 2,Material Amount 2,Material Required 3,Material Amount 3,Caption Start,Caption 2,Caption 3,Caption 4,Caption 5,Caption 6,Caption 7,Caption 8,Caption 9,Caption 10,Caption 11,Caption 12,Caption 13,Caption 14,Caption 15,Caption 16,Caption 17,Caption Complete,Shrine,ID,Menu Order,SortIndex,Type Sort
Cave Mushrooms That Glow,Side Quest,Nat,Tabantha Frontier,Brightcap,10,-,-,-,-,"The sisters Nat and Meghyn have come to
search for brightcaps in a cave, but they
can't quite seem to step inside.

The older sister, Nat, won't leave until she
gets 10 brightcaps.","You gave Nat 10 brightcaps. She wants to
repay you with a homemade meal, but you
don't have room for it in your pouch.

Report to Nat after you've organized
your things.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Nat 10 brightcaps and learned that
she and her sister, Meghyn, are on a journey
looking for...""that."" They wouldn't tell you what
""that"" is, but said they would let you in on the
secret if you meet again. It sounds like they're
going to northern Hebra next.",-,MushroomSisters_1,145,5297,04
The Captured Tent,Side Quest,Nat,Snowfield Stable,-,-,-,-,-,-,"The tent that sisters Nat and Meghyn set up
in a cave has been overrun with monsters.

To learn more about what their mysterious
""that"" is, defeat the monsters and take
back the tent.","You eliminated the monsters from Nat and
Meghyn's tent at Mount Drena Foothill Cave in
northeastern Hebra.

Report to Nat and Meghyn at Snowfield Stable
to let them know you defeated the monsters.","At Snowfield Stable, you told Nat and Meghyn
that you defeated the monsters and got the
tent back. They want to give you a homemade
meal as thanks, but you don't have room for it
in your pouch.

Report back to Nat when you've organized
your things.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"As thanks for defeating the monsters and
getting their tent back, the sisters Nat and
Meghyn told you about a clue that read:
""Vapors drift over Sturnida Basin, near a
pond in Hebra. At the source of the steam
lies a bright mushroom haven."" They've set
out to find this mushroom haven in Hebra.",-,MushroomSisters_2,146,5298,04
Who Finds the Haven?,Side Quest,Nat,Snowfield Stable,-,-,-,-,-,-,"Nat and Meghyn read the following clue in a
field guide: ""Vapors drift over Sturnida Basin,
near a pond in Hebra. At the source of the
steam lies a bright mushroom haven.""

Using this clue, they are searching Hebra for
the mushroom haven. But where could it be?",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"After searching the deepest reaches of Sturnida
Springs Cave, you found the mushroom haven
that Nat and Meghyn were looking for.

The pair are happy with themselves for finding
the place, but a bit vexed you found it first.
Having achieved their goal, they've set off to
search for more mushrooms.",-,MushroomSisters_3,147,5299,04
Whirly Swirly Things,Side Quest,Kula,Korok Forest,-,-,-,-,-,-,"One of Kula's friends said they saw a big swirly
circle in the water.

Kula can't go looking himself but said that
he would like to see that swirly thing.","You showed Kula the whirly circle. Now he
wants to see a big circle of swirly sand.

Kula would probably be happy if you found it
and brought it to him.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found the whirly water circle and the swirly
sand circle and showed them to Kula.

Kula was very satisfied.",-,Big_Rotate,148,5311,04
The Secret Room,Side Quest,Oaki,Korok Forest,Blue Nightshade,4,Giant Brightbloom Seed,2,-,-,"Oaki is building a secret room inside
the Deku Tree's mouth.

In order to decorate the room, he wants four
blue nightshades. He'll also need two
brightbloom seeds—larger than the
ones sold by the forest General Shoppe.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You handed over the items Oaki needed.

Oaki has finished building a wonderful room
inside the Deku Tree's mouth and is pleased
with the results.",-,Mack_SecretBase,149,5312,04
Walton's Treasure Hunt,Side Quest,Walton,Korok Forest,-,-,-,-,-,-,"Walton sent you on a treasure hunt. He's
hidden a forest dweller's sword and a forest
dweller's spear above the Deku Tree's face.

If you find them, you should show them
to Walton.","Walton sent you on a treasure hunt. This time
he's hidden a forest dweller's shield below the
Deku Tree's face.

If you find it, you should show it to Walton.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You found all of Walton's hidden treasures,
much to his satisfaction. He feels like he's got
a knack for finding good hiding places.",-,TreasureHunt_kokiri,150,5313,04
Amber Dealer,Side Quest,Ramella,Goron City,Amber,10,-,-,-,-,"Ramella the jeweler is procuring ore in
Goron City.

She says that if you give her a batch of
10 pieces of amber, she'll buy them
for a high price.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ramella purchased your amber. If you bring her
ore in the future, she will buy it from you at a
slightly higher rate than elsewhere.",-,AmberCollector,151,5411,04
The Ancient City Gorondia!,Side Quest,Dugby,Goron City,-,-,-,-,-,-,"The young Dugby searches for a city called
Gorondia where the Gorons of old once lived.

He wants to head down the mine-cart
tracks but is having difficulty getting the cart
to move.","Dugby searches for Gorondia, where the
Gorons of old once lived. You managed to
send him to the end of the tracks safely by
skillfully operating the mine cart.

Dugby wants to reward you, so organize your
belongings and go get that reward.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The young Dugby searches for a city called
Gorondia where the Gorons of old once lived.

You have delivered him to his destination and
left him in high spirits. He's expecting to strike
it rich and promised to ""hire"" you if he does.",-,CarryGoronKid1,152,5412,04
The Ancient City Gorondia?,Side Quest,Dugby,Goron City,-,-,-,-,-,-,"The young Dugby is searching for the city of
Gorondia, where the Gorons of old once lived.

He says he's found the mine-cart tracks
leading to Gorondia, but there's a problem
with them... He told you not to follow him.","The young Dugby is searching for the city of
Gorondia, where the Gorons of old once lived.

He says he's found the mine-cart tracks leading
to Gorondia, but he can't figure out how to
move the cart. Also, rocks have fallen on top of
the tracks.","The young Dugby searches for Gorondia,
where the Gorons of old once lived. You
brought him to the end of the mine-cart track.

Dugby wants to reward you, so organize your
belongings and go get that reward.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Little Dugby is searching for the city of
Gorondia, where the Gorons of old
once lived.

You delivered him to his destination, and he ran
off smiling, excited about what lay ahead.",-,CarryGoronKid2,153,5413,04
Soul of the Gorons,Side Quest,Fugo,Goron City,Flint,5,Diamond,3,-,-,"The art of the Boulder Breaker is passed down
over generations. But Fugo, the apprentice,
gave up on making it midway and sold the
materials he was using for marbled rock roast.

To complete the Boulder Breaker and earn his
master's approval, he needs a cobble crusher,
three diamonds, and five pieces of flint.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Fugo successfully finished the Boulder Breaker
and will inherit the forge from Rohan.

If your Boulder Breaker breaks, Fugo will fix it
for you.",-,MakeAChampionsWeapon_Goron,154,5414,04
Moon-Gazing Gorons,Side Quest,Tray,Goron City,-,-,-,-,-,-,"Volcon and Tray want to go moon-gazing. They
spoke of a place where you can see the full
moon shining on the ground at midday, but they
can't recall how to get there. They only know
that it is at Lake Ferona in Eldin Canyon.

They might recall if they had a picture of the
full moon shining on the ground during daylight.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"When Volcon and Tray saw the picture, they
were able to recall the location where the full
moon shines during daylight. They felt better
and were happy to recall the memory of
that place.",-,GoronReturntoNature,155,5415,04
The Hidden Treasure at Lizard Lakes,Side Quest,Bludo,Goron City,-,-,-,-,-,-,"Bludo told you about Lizard Lakes and shared
a nursery rhyme: ""One brother hunts what the
other brother hides—two lizards fighting over
what's inside.""

He believes they're halfway up Death Mountain
on the north side.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""One brother hunts what the other brother
hides—two lizards fighting over what's inside.""

You solved the riddle and found the
hidden treasure!",-,GoronPond,156,5417,04
Simmerstone Springs,Side Quest,Kima,Goron City,-,-,-,-,-,-,"Kima has come to Goron City to search for a
secret hot spring called Simmerstone Springs.
He plans to start by seeking out hot-water
connoisseurs at various hot-spring locations
in the hopes they'll have information for him.

He's set his sights on Goron Hot Springs in
particular.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You dug through the blocked cave entrance
to discover Simmerstone Springs! Kima met
you inside and was thrilled. At last he'd be
able to make the perfect spring-boiled eggs!
As a reward, he offered to share his eggs with
you anytime.",-,HotSpringEgg,157,5418,04
Cash In on Ripened Flint,Side Quest,Gomo,Bedrock Bistro,Flint,20,-,-,-,-,"Gomo the goromand will pay 1,000 rupees
for ripened flint.

It can be found mixed with other flint pieces,
but the only way to sort them is through taste.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Gomo the goromand found some ripened flint
amid the regular flint you brought him, and he
seemed satisfied. He generously paid you
1,000 rupees and said he'll gladly pay the
same for more ripened flint.",-,FullyRipenedFlintstones,158,5431,04
Meat for Meat,Side Quest,Mezer,Bedrock Bistro,-,-,-,-,-,-,"The restaurant's chef, Cooke, is angry with
Mezer for not finishing his meal. He won't let
Mezer leave until he brings more of the
 ingredient that was wasted.

Cooke says that can be
found in the caves past the cart tracks.","You handed over the , and
Cooke finally appears to be in better spirits. As
a token of gratitude, Mezer says he'd like to
give you a large Zonai charge.

Make some room in your pouch and talk to him.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You handed over the , and
Cooke is in a better mood already. Now that
Mezer is free to go, he's going to search for the
rumored beast the stables are buzzing about.",-,ResearchEldin,159,5432,04
Rock Roast or Dust,Side Quest,Cooke,Bedrock Bistro,-,-,-,-,-,-,"The Bedrock Bistro is running low on rock roast
and is having trouble maintaining a steady
supply for their Goron clientele.

It's said that if you bring Chef Cooke a rock
roast, he'll treat you to a special dish.","You brought Chef Cooke a rock roast, but he
wasn't able to give you his special dish
because your pouch was full.

Make some space, and then speak with
Chef Cooke.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You gave Chef Cooke a rock roast, and he
gave you seared gourmet steak, his special
dish. He said because they are always running
low on rock roast, he's willing to take more from
you, his new supplier, from now on.",-,MeatRock,160,5433,04
Mine-Cart Land: Open for Business!,Side Quest,Bayge,Southern Mine,-,-,-,-,-,-,"Mine-Cart Land, an entertainment experience
built by YunoboCo, is now open!

Hit or more targets within the time
limit to clear the game. See Bayge in the
Southern Mine for more information.","Mine-Cart Land, an entertainment experience
built by YunoboCo, is now open!

Hit or more targets within the time
limit to win. Put the mine cart on the track,
and climb aboard to begin the game.","Mine-Cart Land, an entertainment experience
built by YunoboCo, is now open!

Hit or more targets within the time
limit to win. But be careful—if you fall out
of the cart, you lose!",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Mine-Cart Land, an entertainment experience
built by YunoboCo, is now open!

You destroyed  or more targets within the
time limit and beat the game. Heehl invited you
to try out the intermediate course.",-,Goron_MiniGame_Tutorial_01,161,5441,04
Mine-Cart Land: Quickshot Course,Side Quest,Heehl,Southern Mine,-,-,-,-,-,-,"YunoboCo presents...Mine-Cart Land! You have
cleared the beginner course.

Heehl invited you to try the intermediate one.","YunoboCo presents...Mine-Cart Land! You have
cleared the beginner's course and can now play
Heehl's intermediate one.

Hit targets within the time limit to win.
Place the cart on the rails, and get in to start
the game.","YunoboCo presents...Mine-Cart Land! You have
cleared the beginner's course and can now play
Heehl's intermediate one.

Hit targets within the time limit to win.
Careful though—if you get out of the cart, you'll
be disqualified.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You hit  targets within the time limit,
clearing the course in style.

Kabetta's high-difficulty course awaits you
at the peak of Death Mountain.",-,Goron_MiniGame_Tutorial_02,162,5442,04
Mine-Cart Land: Death Mountain,Side Quest,Kabetta,Southern Mine,-,-,-,-,-,-,"Kabetta had an idea for a high-difficulty
mine-cart course—on Death Mountain, no less!

He said he'd be waiting for you at the summit
of Death Mountain.","Kabetta invited you to his high-difficulty
Death Mountain course.

Hit or more targets within the time
limit to win. To get started, place the cart
on the rails, and hop on in.","Kabetta invited you to his high-difficulty
Death Mountain course.

Hit or more targets within the time
limit to win. Careful though—if you get out
of the cart, you'll be disqualified.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You cleared the high-difficulty Death Mountain
course! Kabetta gave you some fabric to
reward you for clearing all of Mine-Cart Land.
He said you can make it into something at
Hateno Village in southeast Hyrule.

He also said Mine-Cart Land is still accepting
challengers if you want to play again.",-,Goron_MiniGame_Tutorial_03,163,5443,04
A Picture for Woodland Stable,Side Quest,Kish,Woodland Stable,-,-,-,-,-,-,"Kish, the owner of Woodland Stable, wants to
decorate his establishment with a painting of a
Goron soaking in the famous hot springs near
Goron City to the north.

Maybe there's some way to take a picture of
it and show it to Kish.","Kish, the owner of Woodland Stable, is pleased
to have a painting of a Goron soaking in the
famed hot springs hung up at his establishment.

He was going to give you a reward but your
inventory was full. Be sure to trim your
belongings before you accept his gift.",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kish, the owner of Woodland Stable, is pleased
to have a painting of a Goron soaking in the
famed hot springs hung up at his establishment.

Still, he's happy to replace it with a different
picture of a soaking Goron. Just show him a
new image, and he'll make a copy to put on
display.",-,PhotoSpot_Challenge_02,164,5451,04
